time_sec,actual_rps,predicted_rps,phase,scenario,source
510,661.0,550.40869140625,peak,sale_event,model_forecast
511,668.0,547.603271484375,peak,sale_event,model_forecast
512,601.0,550.1209716796875,peak,sale_event,model_forecast
513,517.0,551.1272583007812,peak,sale_event,model_forecast
514,520.0,551.929443359375,peak,sale_event,model_forecast
515,695.0,550.51416015625,peak,sale_event,model_forecast
516,644.0,549.5285034179688,peak,sale_event,model_forecast
517,669.0,551.6908569335938,peak,sale_event,model_forecast
518,602.0,551.3504638671875,peak,sale_event,model_forecast
519,670.0,553.2672119140625,peak,sale_event,model_forecast
520,648.0,551.695068359375,peak,sale_event,model_forecast
521,619.0,553.9177856445312,peak,sale_event,model_forecast
522,547.0,553.1852416992188,peak,sale_event,model_forecast
523,504.0,553.6002197265625,peak,sale_event,model_forecast
524,684.0,553.2318115234375,peak,sale_event,model_forecast
525,551.0,551.4373779296875,peak,sale_event,model_forecast
526,633.0,552.941650390625,peak,sale_event,model_forecast
527,640.0,551.9776611328125,peak,sale_event,model_forecast
528,551.0,553.0394287109375,peak,sale_event,model_forecast
529,550.0,552.7423095703125,peak,sale_event,model_forecast
530,543.0,552.5798950195312,peak,sale_event,model_forecast
531,595.0,553.0858764648438,peak,sale_event,model_forecast
532,515.0,550.2744140625,peak,sale_event,model_forecast
533,627.0,551.86767578125,peak,sale_event,model_forecast
534,656.0,548.6873779296875,peak,sale_event,model_forecast
535,685.0,550.7421875,peak,sale_event,model_forecast
536,669.0,549.315185546875,peak,sale_event,model_forecast
537,612.0,550.7279663085938,peak,sale_event,model_forecast
538,503.0,552.9464111328125,peak,sale_event,model_forecast
539,558.0,552.4970703125,peak,sale_event,model_forecast
540,665.0,549.43408203125,peak,sale_event,model_forecast
541,695.0,549.82861328125,peak,sale_event,model_forecast
542,610.0,550.7042846679688,peak,sale_event,model_forecast
543,511.0,551.6834716796875,peak,sale_event,model_forecast
544,565.0,550.5782470703125,peak,sale_event,model_forecast
545,646.0,549.0501708984375,peak,sale_event,model_forecast
546,619.0,547.779052734375,peak,sale_event,model_forecast
547,623.0,550.3441162109375,peak,sale_event,model_forecast
548,582.0,547.8121337890625,peak,sale_event,model_forecast
549,624.0,549.4063720703125,peak,sale_event,model_forecast
550,645.0,548.2918701171875,peak,sale_event,model_forecast
551,620.0,547.6373291015625,peak,sale_event,model_forecast
552,565.0,549.272216796875,peak,sale_event,model_forecast
553,529.0,550.5823974609375,peak,sale_event,model_forecast
554,518.0,548.27392578125,peak,sale_event,model_forecast
555,511.0,548.7994384765625,peak,sale_event,model_forecast
556,644.0,545.549072265625,peak,sale_event,model_forecast
557,530.0,544.3480224609375,peak,sale_event,model_forecast
558,531.0,546.2564697265625,peak,sale_event,model_forecast
559,663.0,543.0278930664062,peak,sale_event,model_forecast
560,563.0,543.20947265625,peak,sale_event,model_forecast
561,552.0,544.5441284179688,peak,sale_event,model_forecast
562,626.0,542.9631958007812,peak,sale_event,model_forecast
563,694.0,542.7633666992188,peak,sale_event,model_forecast
564,504.0,544.2201538085938,peak,sale_event,model_forecast
565,532.0,547.5919799804688,peak,sale_event,model_forecast
566,690.0,545.6544799804688,peak,sale_event,model_forecast
567,617.0,544.3013916015625,peak,sale_event,model_forecast
568,582.0,547.20703125,peak,sale_event,model_forecast
569,640.0,546.954345703125,peak,sale_event,model_forecast
570,662.0,547.556640625,peak,sale_event,model_forecast
571,673.0,547.26611328125,peak,sale_event,model_forecast
572,510.0,548.20751953125,peak,sale_event,model_forecast
573,667.0,550.566650390625,peak,sale_event,model_forecast
574,501.0,548.09033203125,peak,sale_event,model_forecast
575,676.0,550.8902587890625,peak,sale_event,model_forecast
576,617.0,545.9373168945312,peak,sale_event,model_forecast
577,584.0,549.822509765625,peak,sale_event,model_forecast
578,697.0,549.1353759765625,peak,sale_event,model_forecast
579,624.0,548.4307861328125,peak,sale_event,model_forecast
580,684.0,549.4993896484375,peak,sale_event,model_forecast
581,693.0,548.8643188476562,peak,sale_event,model_forecast
582,593.0,550.1824951171875,peak,sale_event,model_forecast
583,569.0,552.2974853515625,peak,sale_event,model_forecast
584,696.0,551.5447998046875,peak,sale_event,model_forecast
585,646.0,548.729736328125,peak,sale_event,model_forecast
586,700.0,553.127197265625,peak,sale_event,model_forecast
587,676.0,551.4447021484375,peak,sale_event,model_forecast
588,530.0,553.4496459960938,peak,sale_event,model_forecast
589,693.0,555.6234130859375,peak,sale_event,model_forecast
590,515.0,552.6766357421875,peak,sale_event,model_forecast
591,579.0,556.3008422851562,peak,sale_event,model_forecast
592,651.0,553.2066650390625,peak,sale_event,model_forecast
593,646.0,554.201171875,peak,sale_event,model_forecast
594,533.0,553.8592529296875,peak,sale_event,model_forecast
595,569.0,554.6693725585938,peak,sale_event,model_forecast
596,647.0,552.3357543945312,peak,sale_event,model_forecast
597,574.0,551.921875,peak,sale_event,model_forecast
598,538.0,553.3131103515625,peak,sale_event,model_forecast
599,609.0,552.6748657226562,peak,sale_event,model_forecast
600,629.0,549.9097900390625,peak,sale_event,model_forecast
601,607.0,549.3948974609375,peak,sale_event,model_forecast
602,610.0,549.7633056640625,peak,sale_event,model_forecast
603,533.0,550.25830078125,peak,sale_event,model_forecast
604,639.0,551.0115966796875,peak,sale_event,model_forecast
605,553.0,547.686767578125,peak,sale_event,model_forecast
606,671.0,548.5516357421875,peak,sale_event,model_forecast
607,659.0,546.7618408203125,peak,sale_event,model_forecast
608,660.0,548.0083618164062,peak,sale_event,model_forecast
609,615.0,548.2274169921875,peak,sale_event,model_forecast
610,598.0,547.8743896484375,peak,sale_event,model_forecast
611,627.0,547.40673828125,peak,sale_event,model_forecast
612,654.0,547.210205078125,peak,sale_event,model_forecast
613,588.0,547.879638671875,peak,sale_event,model_forecast
614,656.0,549.0126342773438,peak,sale_event,model_forecast
615,578.0,547.944580078125,peak,sale_event,model_forecast
616,692.0,549.9005126953125,peak,sale_event,model_forecast
617,630.0,547.5703735351562,peak,sale_event,model_forecast
618,549.0,551.9100952148438,peak,sale_event,model_forecast
619,604.0,552.0120849609375,peak,sale_event,model_forecast
620,662.0,549.8256225585938,peak,sale_event,model_forecast
621,668.0,551.7581787109375,peak,sale_event,model_forecast
622,666.0,552.6776733398438,peak,sale_event,model_forecast
623,545.0,552.7902221679688,peak,sale_event,model_forecast
624,657.0,553.97705078125,peak,sale_event,model_forecast
625,650.0,554.1226806640625,peak,sale_event,model_forecast
626,558.0,555.0127563476562,peak,sale_event,model_forecast
627,504.0,554.7792358398438,peak,sale_event,model_forecast
628,617.0,555.26123046875,peak,sale_event,model_forecast
629,670.0,553.530517578125,peak,sale_event,model_forecast
630,619.0,553.6679077148438,peak,sale_event,model_forecast
631,523.0,554.6820068359375,peak,sale_event,model_forecast
632,573.0,554.83349609375,peak,sale_event,model_forecast
633,629.0,554.6178588867188,peak,sale_event,model_forecast
634,671.0,552.6112060546875,peak,sale_event,model_forecast
635,620.0,555.1632080078125,peak,sale_event,model_forecast
636,555.0,554.28173828125,peak,sale_event,model_forecast
637,546.0,555.916748046875,peak,sale_event,model_forecast
638,503.0,555.0323486328125,peak,sale_event,model_forecast
639,638.0,553.7847900390625,peak,sale_event,model_forecast
640,605.0,552.3788452148438,peak,sale_event,model_forecast
641,622.0,552.79638671875,peak,sale_event,model_forecast
642,579.0,552.000244140625,peak,sale_event,model_forecast
643,587.0,552.8193969726562,peak,sale_event,model_forecast
644,500.0,551.4884033203125,peak,sale_event,model_forecast
645,512.0,550.1719970703125,peak,sale_event,model_forecast
646,511.0,548.769287109375,peak,sale_event,model_forecast
647,530.0,546.8698120117188,peak,sale_event,model_forecast
648,500.0,545.706298828125,peak,sale_event,model_forecast
649,659.0,545.599853515625,peak,sale_event,model_forecast
650,615.0,540.6466064453125,peak,sale_event,model_forecast
651,611.0,544.5890502929688,peak,sale_event,model_forecast
652,697.0,542.643310546875,peak,sale_event,model_forecast
653,532.0,542.0028686523438,peak,sale_event,model_forecast
654,605.0,545.22265625,peak,sale_event,model_forecast
655,695.0,544.1268310546875,peak,sale_event,model_forecast
656,519.0,543.99853515625,peak,sale_event,model_forecast
657,512.0,546.51708984375,peak,sale_event,model_forecast
658,676.0,545.537841796875,peak,sale_event,model_forecast
659,582.0,544.3958129882812,peak,sale_event,model_forecast
660,694.0,546.840087890625,peak,sale_event,model_forecast
661,695.0,545.3790283203125,peak,sale_event,model_forecast
662,570.0,548.0667724609375,peak,sale_event,model_forecast
663,642.0,550.173583984375,peak,sale_event,model_forecast
664,632.0,549.5052490234375,peak,sale_event,model_forecast
665,689.0,550.1613159179688,peak,sale_event,model_forecast
666,693.0,551.701416015625,peak,sale_event,model_forecast
667,588.0,552.0291137695312,peak,sale_event,model_forecast
668,642.0,554.591796875,peak,sale_event,model_forecast
669,515.0,553.4488525390625,peak,sale_event,model_forecast
670,691.0,555.8370361328125,peak,sale_event,model_forecast
671,657.0,552.7576904296875,peak,sale_event,model_forecast
672,594.0,554.984130859375,peak,sale_event,model_forecast
673,521.0,555.2418212890625,peak,sale_event,model_forecast
674,526.0,555.6558837890625,peak,sale_event,model_forecast
675,628.0,553.4581298828125,peak,sale_event,model_forecast
676,636.0,552.9351806640625,peak,sale_event,model_forecast
677,552.0,552.2852783203125,peak,sale_event,model_forecast
678,586.0,553.75,peak,sale_event,model_forecast
679,640.0,552.3101196289062,peak,sale_event,model_forecast
680,674.0,551.0592651367188,peak,sale_event,model_forecast
681,619.0,550.846923828125,peak,sale_event,model_forecast
682,599.0,551.8155517578125,peak,sale_event,model_forecast
683,642.0,551.3297119140625,peak,sale_event,model_forecast
684,698.0,551.5367431640625,peak,sale_event,model_forecast
685,667.0,549.97900390625,peak,sale_event,model_forecast
686,648.0,551.6575927734375,peak,sale_event,model_forecast
687,618.0,552.5286865234375,peak,sale_event,model_forecast
688,577.0,552.9591064453125,peak,sale_event,model_forecast
689,588.0,551.6259765625,peak,sale_event,model_forecast
690,661.0,550.8031005859375,peak,sale_event,model_forecast
691,682.0,550.7945556640625,peak,sale_event,model_forecast
692,503.0,552.0089721679688,peak,sale_event,model_forecast
693,640.0,552.2548828125,peak,sale_event,model_forecast
694,517.0,547.9845581054688,peak,sale_event,model_forecast
695,630.0,549.7470703125,peak,sale_event,model_forecast
696,644.0,547.387939453125,peak,sale_event,model_forecast
697,666.0,548.3460693359375,peak,sale_event,model_forecast
698,688.0,547.894287109375,peak,sale_event,model_forecast
699,555.0,548.3104248046875,peak,sale_event,model_forecast
700,529.0,548.49365234375,peak,sale_event,model_forecast
701,484.0,547.9794921875,cool_down,sale_event,model_forecast
702,508.0,547.1974487304688,cool_down,sale_event,model_forecast
703,504.0,546.10693359375,cool_down,sale_event,model_forecast
704,498.0,544.953369140625,cool_down,sale_event,model_forecast
705,491.0,544.7108154296875,cool_down,sale_event,model_forecast
706,481.0,543.201171875,cool_down,sale_event,model_forecast
707,484.0,542.39599609375,cool_down,sale_event,model_forecast
708,490.0,541.201171875,cool_down,sale_event,model_forecast
709,466.0,540.6921997070312,cool_down,sale_event,model_forecast
710,478.0,538.48583984375,cool_down,sale_event,model_forecast
711,484.0,538.004638671875,cool_down,sale_event,model_forecast
712,461.0,536.6234741210938,cool_down,sale_event,model_forecast
713,461.0,534.82568359375,cool_down,sale_event,model_forecast
714,496.0,534.6272583007812,cool_down,sale_event,model_forecast
715,473.0,531.7105712890625,cool_down,sale_event,model_forecast
716,462.0,530.703369140625,cool_down,sale_event,model_forecast
717,490.0,531.0513916015625,cool_down,sale_event,model_forecast
718,477.0,529.0735473632812,cool_down,sale_event,model_forecast
719,464.0,527.1326904296875,cool_down,sale_event,model_forecast
720,467.0,527.2308959960938,cool_down,sale_event,model_forecast
721,480.0,524.711669921875,cool_down,sale_event,model_forecast
722,476.0,523.9205322265625,cool_down,sale_event,model_forecast
723,442.0,523.6707153320312,cool_down,sale_event,model_forecast
724,461.0,521.3934326171875,cool_down,sale_event,model_forecast
725,465.0,519.5062255859375,cool_down,sale_event,model_forecast
726,445.0,517.6898193359375,cool_down,sale_event,model_forecast
727,472.0,516.724365234375,cool_down,sale_event,model_forecast
728,450.0,515.6495361328125,cool_down,sale_event,model_forecast
729,454.0,513.9930419921875,cool_down,sale_event,model_forecast
730,460.0,513.6502685546875,cool_down,sale_event,model_forecast
731,450.0,510.68524169921875,cool_down,sale_event,model_forecast
732,450.0,511.1448974609375,cool_down,sale_event,model_forecast
733,448.0,510.66705322265625,cool_down,sale_event,model_forecast
734,442.0,510.5714416503906,cool_down,sale_event,model_forecast
735,436.0,509.621337890625,cool_down,sale_event,model_forecast
736,426.0,508.3272705078125,cool_down,sale_event,model_forecast
737,428.0,508.2764892578125,cool_down,sale_event,model_forecast
738,428.0,508.361572265625,cool_down,sale_event,model_forecast
739,421.0,507.1000671386719,cool_down,sale_event,model_forecast
740,444.0,505.9071044921875,cool_down,sale_event,model_forecast
741,449.0,504.62384033203125,cool_down,sale_event,model_forecast
742,423.0,504.6539306640625,cool_down,sale_event,model_forecast
743,432.0,503.84002685546875,cool_down,sale_event,model_forecast
744,444.0,501.79339599609375,cool_down,sale_event,model_forecast
745,403.0,500.3616027832031,cool_down,sale_event,model_forecast
746,417.0,500.09527587890625,cool_down,sale_event,model_forecast
747,436.0,498.04608154296875,cool_down,sale_event,model_forecast
748,423.0,496.7752380371094,cool_down,sale_event,model_forecast
749,431.0,495.8430480957031,cool_down,sale_event,model_forecast
750,403.0,493.9030456542969,cool_down,sale_event,model_forecast
751,432.0,492.2674560546875,cool_down,sale_event,model_forecast
752,401.0,490.38348388671875,cool_down,sale_event,model_forecast
753,414.0,491.1104736328125,cool_down,sale_event,model_forecast
754,403.0,486.98004150390625,cool_down,sale_event,model_forecast
755,423.0,486.82147216796875,cool_down,sale_event,model_forecast
756,398.0,482.9476318359375,cool_down,sale_event,model_forecast
757,403.0,481.6547546386719,cool_down,sale_event,model_forecast
758,398.0,478.6202392578125,cool_down,sale_event,model_forecast
759,396.0,476.1594543457031,cool_down,sale_event,model_forecast
760,390.0,474.7384033203125,cool_down,sale_event,model_forecast
761,395.0,471.8294677734375,cool_down,sale_event,model_forecast
762,386.0,469.6076965332031,cool_down,sale_event,model_forecast
763,378.0,467.16339111328125,cool_down,sale_event,model_forecast
764,396.0,465.3870849609375,cool_down,sale_event,model_forecast
765,398.0,463.4341735839844,cool_down,sale_event,model_forecast
766,366.0,462.1625061035156,cool_down,sale_event,model_forecast
767,387.0,460.8860778808594,cool_down,sale_event,model_forecast
768,383.0,458.62042236328125,cool_down,sale_event,model_forecast
769,383.0,457.4017333984375,cool_down,sale_event,model_forecast
770,367.0,456.1390380859375,cool_down,sale_event,model_forecast
771,394.0,454.59259033203125,cool_down,sale_event,model_forecast
772,383.0,452.78973388671875,cool_down,sale_event,model_forecast
773,371.0,452.1923828125,cool_down,sale_event,model_forecast
774,357.0,450.7845764160156,cool_down,sale_event,model_forecast
775,358.0,449.03778076171875,cool_down,sale_event,model_forecast
776,382.0,447.7442626953125,cool_down,sale_event,model_forecast
777,353.0,446.18023681640625,cool_down,sale_event,model_forecast
778,380.0,445.0050048828125,cool_down,sale_event,model_forecast
779,358.0,443.1939697265625,cool_down,sale_event,model_forecast
780,366.0,442.4495849609375,cool_down,sale_event,model_forecast
781,350.0,440.69036865234375,cool_down,sale_event,model_forecast
782,368.0,439.40301513671875,cool_down,sale_event,model_forecast
783,358.0,437.8119812011719,cool_down,sale_event,model_forecast
784,347.0,437.1419677734375,cool_down,sale_event,model_forecast
785,361.0,435.44403076171875,cool_down,sale_event,model_forecast
786,370.0,433.87261962890625,cool_down,sale_event,model_forecast
787,367.0,432.99176025390625,cool_down,sale_event,model_forecast
788,356.0,431.7142333984375,cool_down,sale_event,model_forecast
789,331.0,430.94403076171875,cool_down,sale_event,model_forecast
790,340.0,429.6129150390625,cool_down,sale_event,model_forecast
791,336.0,427.83319091796875,cool_down,sale_event,model_forecast
792,345.0,426.6297607421875,cool_down,sale_event,model_forecast
793,342.0,424.9791259765625,cool_down,sale_event,model_forecast
794,327.0,423.65625,cool_down,sale_event,model_forecast
795,316.0,422.2891845703125,cool_down,sale_event,model_forecast
796,335.0,420.64251708984375,cool_down,sale_event,model_forecast
797,326.0,418.87078857421875,cool_down,sale_event,model_forecast
798,310.0,417.6282653808594,cool_down,sale_event,model_forecast
799,320.0,416.0065002441406,cool_down,sale_event,model_forecast
800,315.0,414.0892333984375,cool_down,sale_event,model_forecast
801,324.0,412.3302307128906,cool_down,sale_event,model_forecast
802,326.0,410.5198974609375,cool_down,sale_event,model_forecast
803,318.0,409.19287109375,cool_down,sale_event,model_forecast
804,298.0,407.4464111328125,cool_down,sale_event,model_forecast
805,335.0,405.6583251953125,cool_down,sale_event,model_forecast
806,325.0,403.87725830078125,cool_down,sale_event,model_forecast
807,304.0,402.697265625,cool_down,sale_event,model_forecast
808,314.0,401.1325378417969,cool_down,sale_event,model_forecast
809,302.0,399.4165954589844,cool_down,sale_event,model_forecast
810,300.0,398.05224609375,cool_down,sale_event,model_forecast
811,308.0,396.5794982910156,cool_down,sale_event,model_forecast
812,324.0,394.3877868652344,cool_down,sale_event,model_forecast
813,313.0,393.280517578125,cool_down,sale_event,model_forecast
814,308.0,391.88720703125,cool_down,sale_event,model_forecast
815,291.0,390.59161376953125,cool_down,sale_event,model_forecast
816,278.0,389.02227783203125,cool_down,sale_event,model_forecast
817,315.0,387.7292785644531,cool_down,sale_event,model_forecast
818,286.0,385.5146484375,cool_down,sale_event,model_forecast
819,272.0,384.84283447265625,cool_down,sale_event,model_forecast
820,303.0,382.8717041015625,cool_down,sale_event,model_forecast
821,280.0,380.8363342285156,cool_down,sale_event,model_forecast
822,269.0,379.8567810058594,cool_down,sale_event,model_forecast
823,297.0,378.04803466796875,cool_down,sale_event,model_forecast
824,285.0,376.0019836425781,cool_down,sale_event,model_forecast
825,267.0,374.7613830566406,cool_down,sale_event,model_forecast
826,295.0,373.2024841308594,cool_down,sale_event,model_forecast
827,294.0,371.4432067871094,cool_down,sale_event,model_forecast
828,274.0,370.1050109863281,cool_down,sale_event,model_forecast
829,262.0,368.9944152832031,cool_down,sale_event,model_forecast
830,279.0,367.27313232421875,cool_down,sale_event,model_forecast
831,280.0,365.62506103515625,cool_down,sale_event,model_forecast
832,277.0,364.04119873046875,cool_down,sale_event,model_forecast
833,285.0,362.87628173828125,cool_down,sale_event,model_forecast
834,260.0,361.474609375,cool_down,sale_event,model_forecast
835,244.0,360.5379943847656,cool_down,sale_event,model_forecast
836,253.0,358.38555908203125,cool_down,sale_event,model_forecast
837,271.0,355.80029296875,cool_down,sale_event,model_forecast
838,277.0,354.1913757324219,cool_down,sale_event,model_forecast
839,251.0,352.25714111328125,cool_down,sale_event,model_forecast
840,258.0,351.1222229003906,cool_down,sale_event,model_forecast
841,234.0,348.439208984375,cool_down,sale_event,model_forecast
842,261.0,347.09588623046875,cool_down,sale_event,model_forecast
843,270.0,344.0203552246094,cool_down,sale_event,model_forecast
844,238.0,342.6619567871094,cool_down,sale_event,model_forecast
845,255.0,341.3192138671875,cool_down,sale_event,model_forecast
846,230.0,338.31201171875,cool_down,sale_event,model_forecast
847,225.0,336.7901306152344,cool_down,sale_event,model_forecast
848,229.0,334.0000305175781,cool_down,sale_event,model_forecast
849,223.0,331.1204833984375,cool_down,sale_event,model_forecast
850,251.0,328.5835266113281,cool_down,sale_event,model_forecast
851,236.0,325.3775939941406,cool_down,sale_event,model_forecast
852,220.0,323.73486328125,cool_down,sale_event,model_forecast
853,246.0,320.9536437988281,cool_down,sale_event,model_forecast
854,236.0,318.05499267578125,cool_down,sale_event,model_forecast
855,212.0,316.60833740234375,cool_down,sale_event,model_forecast
856,229.0,314.3546142578125,cool_down,sale_event,model_forecast
857,222.0,311.2209777832031,cool_down,sale_event,model_forecast
858,242.0,309.6166687011719,cool_down,sale_event,model_forecast
859,208.0,307.3747863769531,cool_down,sale_event,model_forecast
860,229.0,305.86859130859375,cool_down,sale_event,model_forecast
861,234.0,303.0370178222656,cool_down,sale_event,model_forecast
862,217.0,301.5021057128906,cool_down,sale_event,model_forecast
863,213.0,299.91717529296875,cool_down,sale_event,model_forecast
864,217.0,297.57305908203125,cool_down,sale_event,model_forecast
865,221.0,295.6423645019531,cool_down,sale_event,model_forecast
866,200.0,293.33001708984375,cool_down,sale_event,model_forecast
867,201.0,291.6687927246094,cool_down,sale_event,model_forecast
868,196.0,289.09326171875,cool_down,sale_event,model_forecast
869,211.0,286.6983642578125,cool_down,sale_event,model_forecast
870,219.0,284.3791809082031,cool_down,sale_event,model_forecast
871,217.0,282.544677734375,cool_down,sale_event,model_forecast
872,205.0,280.80181884765625,cool_down,sale_event,model_forecast
873,182.0,278.8359375,cool_down,sale_event,model_forecast
874,194.0,276.7823486328125,cool_down,sale_event,model_forecast
875,207.0,273.87860107421875,cool_down,sale_event,model_forecast
876,183.0,271.98455810546875,cool_down,sale_event,model_forecast
877,176.0,270.34423828125,cool_down,sale_event,model_forecast
878,178.0,267.138427734375,cool_down,sale_event,model_forecast
879,185.0,264.9392395019531,cool_down,sale_event,model_forecast
880,169.0,262.5899658203125,cool_down,sale_event,model_forecast
881,183.0,260.0352478027344,cool_down,sale_event,model_forecast
882,197.0,257.3566589355469,cool_down,sale_event,model_forecast
883,189.0,255.31002807617188,cool_down,sale_event,model_forecast
884,186.0,253.3011932373047,cool_down,sale_event,model_forecast
885,172.0,251.24620056152344,cool_down,sale_event,model_forecast
886,189.0,249.2364044189453,cool_down,sale_event,model_forecast
887,180.0,246.30088806152344,cool_down,sale_event,model_forecast
888,154.0,244.6928253173828,cool_down,sale_event,model_forecast
889,178.0,242.40475463867188,cool_down,sale_event,model_forecast
890,147.0,239.18435668945312,cool_down,sale_event,model_forecast
891,156.0,237.28196716308594,cool_down,sale_event,model_forecast
892,159.0,233.71774291992188,cool_down,sale_event,model_forecast
893,177.0,231.03823852539062,cool_down,sale_event,model_forecast
894,177.0,228.16909790039062,cool_down,sale_event,model_forecast
895,157.0,226.3056182861328,cool_down,sale_event,model_forecast
896,150.0,224.1259307861328,cool_down,sale_event,model_forecast
897,140.0,221.22384643554688,cool_down,sale_event,model_forecast
898,157.0,218.5518798828125,cool_down,sale_event,model_forecast
899,152.0,215.59854125976562,cool_down,sale_event,model_forecast
900,132.0,213.67120361328125,cool_down,sale_event,model_forecast
901,97.0,210.7541046142578,stable,sale_event,model_forecast
902,102.0,207.65826416015625,stable,sale_event,model_forecast
903,102.0,202.9084014892578,stable,sale_event,model_forecast
904,103.0,199.2168731689453,stable,sale_event,model_forecast
905,95.0,195.4252471923828,stable,sale_event,model_forecast
906,102.0,190.95184326171875,stable,sale_event,model_forecast
907,90.0,186.83990478515625,stable,sale_event,model_forecast
908,110.0,182.97268676757812,stable,sale_event,model_forecast
909,109.0,178.71755981445312,stable,sale_event,model_forecast
910,106.0,175.77310180664062,stable,sale_event,model_forecast
911,101.0,172.157958984375,stable,sale_event,model_forecast
912,107.0,169.08901977539062,stable,sale_event,model_forecast
913,109.0,165.91778564453125,stable,sale_event,model_forecast
914,96.0,162.78768920898438,stable,sale_event,model_forecast
915,98.0,160.14492797851562,stable,sale_event,model_forecast
916,107.0,157.0877685546875,stable,sale_event,model_forecast
917,102.0,154.11904907226562,stable,sale_event,model_forecast
918,92.0,151.96585083007812,stable,sale_event,model_forecast
919,104.0,149.0390625,stable,sale_event,model_forecast
920,101.0,146.5867156982422,stable,sale_event,model_forecast
921,109.0,144.07884216308594,stable,sale_event,model_forecast
922,93.0,141.6686553955078,stable,sale_event,model_forecast
923,103.0,139.825927734375,stable,sale_event,model_forecast
924,93.0,137.11474609375,stable,sale_event,model_forecast
925,95.0,135.24588012695312,stable,sale_event,model_forecast
926,92.0,133.2969970703125,stable,sale_event,model_forecast
927,107.0,131.71475219726562,stable,sale_event,model_forecast
928,108.0,129.97329711914062,stable,sale_event,model_forecast
929,90.0,128.89413452148438,stable,sale_event,model_forecast
930,93.0,127.53772735595703,stable,sale_event,model_forecast
931,97.0,125.72476959228516,stable,sale_event,model_forecast
932,107.0,124.3397216796875,stable,sale_event,model_forecast
933,99.0,123.04747009277344,stable,sale_event,model_forecast
934,92.0,122.02735900878906,stable,sale_event,model_forecast
935,104.0,120.54811096191406,stable,sale_event,model_forecast
936,105.0,119.21299743652344,stable,sale_event,model_forecast
937,102.0,118.59361267089844,stable,sale_event,model_forecast
938,92.0,117.66357421875,stable,sale_event,model_forecast
939,101.0,116.67317199707031,stable,sale_event,model_forecast
940,92.0,115.45941162109375,stable,sale_event,model_forecast
941,91.0,114.78877258300781,stable,sale_event,model_forecast
942,108.0,113.3780517578125,stable,sale_event,model_forecast
943,96.0,112.09072875976562,stable,sale_event,model_forecast
944,94.0,111.34075927734375,stable,sale_event,model_forecast
945,97.0,109.79583740234375,stable,sale_event,model_forecast
946,92.0,108.40280151367188,stable,sale_event,model_forecast
947,100.0,107.05657958984375,stable,sale_event,model_forecast
948,98.0,105.56686401367188,stable,sale_event,model_forecast
949,95.0,104.36747741699219,stable,sale_event,model_forecast
950,109.0,103.02940368652344,stable,sale_event,model_forecast
951,95.0,102.24293518066406,stable,sale_event,model_forecast
952,107.0,101.65313720703125,stable,sale_event,model_forecast
953,108.0,100.60719299316406,stable,sale_event,model_forecast
954,110.0,100.05084228515625,stable,sale_event,model_forecast
955,92.0,99.51882934570312,stable,sale_event,model_forecast
956,110.0,98.84230041503906,stable,sale_event,model_forecast
957,107.0,97.20768737792969,stable,sale_event,model_forecast
958,107.0,96.01736450195312,stable,sale_event,model_forecast
959,101.0,94.73863220214844,stable,sale_event,model_forecast
960,96.0,93.66337585449219,stable,sale_event,model_forecast
961,107.0,92.550048828125,stable,sale_event,model_forecast
962,100.0,91.48460388183594,stable,sale_event,model_forecast
963,109.0,90.84468078613281,stable,sale_event,model_forecast
964,95.0,90.31944274902344,stable,sale_event,model_forecast
965,95.0,90.1038818359375,stable,sale_event,model_forecast
966,97.0,89.58001708984375,stable,sale_event,model_forecast
967,95.0,89.17710876464844,stable,sale_event,model_forecast
968,108.0,88.78575134277344,stable,sale_event,model_forecast
969,108.0,88.34828186035156,stable,sale_event,model_forecast
970,104.0,88.31289672851562,stable,sale_event,model_forecast
971,109.0,88.11529541015625,stable,sale_event,model_forecast
972,99.0,87.878173828125,stable,sale_event,model_forecast
973,107.0,87.82603454589844,stable,sale_event,model_forecast
974,100.0,87.62539672851562,stable,sale_event,model_forecast
975,107.0,87.61676025390625,stable,sale_event,model_forecast
976,109.0,87.4154052734375,stable,sale_event,model_forecast
977,90.0,87.51821899414062,stable,sale_event,model_forecast
978,90.0,87.59848022460938,stable,sale_event,model_forecast
979,94.0,87.12371826171875,stable,sale_event,model_forecast
980,105.0,86.81770324707031,stable,sale_event,model_forecast
981,100.0,86.61198425292969,stable,sale_event,model_forecast
982,105.0,86.58946228027344,stable,sale_event,model_forecast
983,99.0,86.45899963378906,stable,sale_event,model_forecast
984,91.0,86.39480590820312,stable,sale_event,model_forecast
985,106.0,86.33668518066406,stable,sale_event,model_forecast
986,92.0,85.92686462402344,stable,sale_event,model_forecast
987,101.0,86.16973876953125,stable,sale_event,model_forecast
988,109.0,85.69508361816406,stable,sale_event,model_forecast
989,106.0,85.85655212402344,stable,sale_event,model_forecast
990,97.0,86.19619750976562,stable,sale_event,model_forecast
991,103.0,86.09577941894531,stable,sale_event,model_forecast
992,106.0,85.86856079101562,stable,sale_event,model_forecast
993,96.0,86.013671875,stable,sale_event,model_forecast
994,103.0,86.27511596679688,stable,sale_event,model_forecast
995,99.0,85.98057556152344,stable,sale_event,model_forecast
996,95.0,85.99601745605469,stable,sale_event,model_forecast
997,97.0,85.94918823242188,stable,sale_event,model_forecast
998,104.0,85.82508850097656,stable,sale_event,model_forecast
